SchoolTypeId;Name;Code;Address;ZipCode;City;Country;Website;E-Mail;Phone;Longitude;Latitude;IsActive;State;EmailSuffix
4;BG Mödling, Untere Bachgasse;317016;Untere Bachgasse 8;2340;Mödling;Österreich;http://www.bgmoedling-bach.ac.at;bg.moedling-bach@noeschule.at;02236/22511;16.2997042;48.0845834;1;NOE;0
4;BG Mödling, Keimgasse;317026;Franz Keim-Gasse 3;2340;Mödling;Österreich;http://www.bgmoedling-keim.ac.at;bg.moedling-keim@noeschule.at;02236/24244-0;16.2921048;48.0849999;1;NOE;0
4;BG Neunkirchen;318016;Otto Glöckel-Weg 2;2620;Neunkirchen;Österreich;http://www.bgneunkirchen.ac.at;bg.neunkirchen@noeschule.at;02635/62674-0;16.080588;47.7318113;1;NOE;0
4;BG Perchtoldsdorf;317036;Roseggergasse 2-4;2380;Perchtoldsdorf;Österreich;http://www.bgperchtoldsdorf.ac.at;bg.perchtoldsdorf@noeschule.at;01/8694728-0;16.2601461;48.120494;1;NOE;0
4;BG Schwechat;324036;Ehrenbrunngasse 6;2320;Schwechat;Österreich;http://www.bgschwechat.ac.at;bg.schwechat@noeschule.at;01/7078494-0;16.4790264;48.1399803;1;NOE;0
4;BG Stockerau;312016;Unter den Linden 16;2000;Stockerau;Österreich;http://www.bgstockerau.ac.at;bg.stockerau@noeschule.at;02266/62143-0;16.2027466;48.3885373;1;NOE;0
4;BG St. Pölten, Josefstrasse;302016;Josefstraße 84;3100;St. Pölten;Österreich;http://www.bgstpoelten.ac.at;bg.stpoelten@noeschule.at;02742/72959-0;15.6216909;48.1904251;1;NOE;0
4;BG Tulln;321016;Donaulände 72;3430;Tulln;Österreich;http://www.bgtulln.ac.at;bg.tulln@noeschule.at;02272/66227;16.0652402;48.3323751;1;NOE;0
4;BG Waidhofen/Thaya;322016;Gymnasiumstraße 1;3830;Waidhofen an der Thaya;Österreich;http://www.gymwt.at;bg.waidhofen-thaya@noeschule.at;02842/52554-0;15.2825988;48.8122221;1;NOE;0
4;BG Wieselburg;320026;Erlaufpromenade 1;3250;Wieselburg an der Erlauf;Österreich;http://www.bgwieselburg.ac.at;bg.wieselburg@noeschule.at;07416/52455-0;15.1478761;48.1320779;1;NOE;0
4;BG Wolkersdorf;316036;Withalmstraße 14;2120;Wolkersdorf;Österreich;http://www.ahs-wolkersdorf.at;bg.wolkersdorf@noeschule.at;02245/82555;16.5242079;48.3802961;1;NOE;0
4;BG Wr. Neustadt, Babenbergerring;304016;Babenbergerring 10;2700;Wiener Neustadt;Österreich;http://www.bg-bab.ac.at;bg.wr-neustadt-babenberger@noeschule.at;02622/22380;16.240059;47.8160508;1;NOE;0
4;BG Wr. Neustadt, Zehnergasse;304046;Zehnergasse 15;2700;Wiener Neustadt;Österreich;http://www.bgzehnwn.ac.at;bg.wr-neustadt-zehner@noeschule.at;02622/23136-0;16.2286704;47.8130102;1;NOE;0
4;BG Zwettl;325016;Gymnasiumstraße 1;3910;Zwettl;Österreich;http://www.gymnasium-zwettl.ac.at;bg.zwettl@noeschule.at;02822/52324-0;15.1577609;48.6044452;1;NOE;0
4;BORG Deutsch-Wagram;308026;Schulallee 4;2232;Deutsch-Wagram;Österreich;http://www.borgdw.at;borg.deutsch-wagram@noeschule.at;02247/65087;16.560346;48.2975187;1;NOE;0
4;BORG Krems;301026;Heinemannstraße 12;3500;Krems an der Donau;Österreich;http://www.borg-krems.ac.at;borg.krems@noeschule.at;02732/82313;15.5998308;48.4071993;1;NOE;0
4;BORG Mistelbach;316026;Brennerweg 8;2130;Mistelbach;Österreich;http://www.borgmistelbach.ac.at;borg.mistelbach@noeschule.at;02572/2341-29;16.5653001;48.571182;1;NOE;0
4;BORG Neulengbach;319026;Sindelarstraße 440;3040;Neulengbach;Österreich;http://www.borg-neulengbach.at;borg.neulengbach@noeschule.at;277 254 189;15.9020289;48.1962433;1;NOE;0
4;BORG Scheibbs;320016;Schacherlweg 1;3270;Scheibbs;Österreich;http://www.borgscheibbs.ac.at;borg.scheibbs@noeschule.at;07482/42570-0;15.1689203;48.0022748;1;NOE;0
4;BORG Wr. Neustadt;304036;Herzog Leopold-Straße 32;2700;Wiener Neustadt;Österreich;http://www.borgwr-neustadt.ac.at;borg.wr-neustadt@noeschule.at;02622/23116-0;16.2392657;47.8139972;1;NOE;0
4;BRG Krems, Ringstrasse;301036;Ringstraße 33;3500;Krems an der Donau;Österreich;http://www.brgkrems.ac.at;brg.krems@noeschule.at;02732/82082-0;15.6001945;48.4082828;1;NOE;0
4;BRG unter bes. Berücksichtigung d. sportlichen Ausbildung, Maria Enzersdorf;317046;Giesshübler Straße 37;2344;Maria Enzersdorf;Österreich;http://www.sportgymnasium.at;brg.maria-enzersdorf@noeschule.at;02236/46742-0;16.2718546;48.1003522;1;NOE;0
4;BRG und BORG St. Pölten, Schulring;302026;Schulring 16;3100;St. Pölten;Österreich;http://www.borgstpoelten.ac.at;brg.stpoelten@noeschule.at;02742/72055;15.6251851;48.2010335;1;NOE;0
4;BRG Waidhofen/Ybbs;303016;Schillerplatz 1;3340;Waidhofen an der Ybbs;Österreich;http://www.brgwaidhofen-ybbs.ac.at;brg.waidhofen-ybbs@noeschule.at;07442/52165-10;14.7742108;47.9583261;1;NOE;0
4;BRG Wr. Neustadt, Gröhrmühlgasse;304026;Gröhrmühlgasse 27;2700;Wiener Neustadt;Österreich;http://www.brg-wrn.ac.at;brg.wr-neustadt@noeschule.at;02622/23115-0;16.2372099;47.8181001;1;NOE;0
4;BORG und HASCH für Leistungssportler;302046;Bimbo Binder-Promenade 5;3100;St. Pölten;Österreich;http://www.borglsp-stpoelten.ac.at;dir.borgl.stpoelten@noeschule.at;02742/73453;15.6527827;48.2192736;1;NOE;0
4;Expositur AHS Groß-Enzersdorf des BG Gänserndorf;308036;Freiherr-von-Smola-Straße 3;2301;Groß-Enzersdorf;Österreich;;exp.bg.gaenserndorf@noeschule.at;02249 / 28451;16.548947;48.20645;1;NOE;0
4;Expositur AHS Bad Vöslau-Gainfarn;306056;Petzgasse 36;2540;Bad Vöslau;Österreich;http://www.gymnasium-badvoeslau.ac.at;gym.gainfarn-expositur@noeschule.at;02252/76287;16.2083904;47.9591599;1;NOE;0
4;AHS Hollabrunn;310026;Kirchenplatz 2;2020;Hollabrunn;Österreich;http://www.ebgymhollabrunn.ac.at;gym.hollabrunn@noeschule.at;02952/4421-0;16.0820896;48.5612479;1;NOE;0
4;AHS Klemens Maria Hofbauer, Katzelsdorf;323016;Eichbüchlerstraße 97;2801;Katzelsdorf;Österreich;http://gymkatzelsdorf.net/;gym.katzelsdorf@noeschule.at;02622/78 402-0;16.2733296;47.7685446;1;NOE;0
4;BG Korneuburg;312026;Liese-Prokop-Straße 1;2100;Korneuburg;Österreich;http://www.ahs-korneuburg.at/;gym.korneuburg@noeschule.at;02262/90400;16.3227326;48.3540359;1;NOE;0
4;MARY WARD Oberstufenrealgymnasium Krems;301046;Hoher Markt 1;3500;Krems an der Donau;Österreich;http://www.gymkrems.ac.at;gym.krems@noeschule.at;02732/82249-40;15.6018991;48.4128819;1;NOE;0
4;Liese Prokop Privatschule für Hochleistungssportler;317056;Liese Prokop Platz 1;2344;Maria Enzersdorf;Österreich;http://www.lpps.at;gym.maria-enzersdorf@noeschule.at;02236 / 26 833 - 601;16.3125767;48.0996028;1;NOE;0
4;AHS der Benediktiner, Melk;315016;Abt Berthold Dietmayr-Straße 1;3390;Melk;Österreich;http://www.gymmelk.ac.at;gym.melk@noeschule.at;02752/555-411;15.3351064;48.2281034;1;NOE;0
4;AHS des Institutes Sacre Coeur, Pressbaum;324026;Klostergasse 12;3021;Pressbaum;Österreich;http://www.sacre-coeur.org;gym.pressbaum@noeschule.at;02233/52427-210;16.0818497;48.1854255;1;NOE;0
4;BG Purkersdorf;324046;Herrengasse 4;3002;Purkersdorf;Österreich;http://www.gympurkersdorf.ac.at;gym.purkersdorf@noeschule.at;02231/61304-0;16.1795157;48.2082513;1;NOE;0
4;AHS Sachsenbrunn;318026;Außen 52;2880;Kirchberg am Wechsel;Österreich;http://www.sachsenbrunn.at;gym.sachsenbrunn@noeschule.at;02641/2202;16.0026436;47.6064326;1;NOE;0
4;AHS der Benediktiner, Seitenstetten;305016;Am Klosterberg 1;3353;Seitenstetten;Österreich;http://www.stiftsgymnasium.at;gym.seitenstetten@noeschule.at;07477/42300-317;14.6556809;48.0358577;1;NOE;0
4;MARY WARD AHS, St. Pölten;302036;Schneckgasse 3;3100;St. Pölten;Österreich;http://www.privatgymstpoelten.ac.at;gym.stpoelten@noeschule.at;02742/72656-0;15.6233433;48.2025654;1;NOE;0
4;BORG Ternitz;318036;Straße d. 12. Februar 23;2630;Ternitz;Österreich;http://www.orgternitz.at;gym.ternitz@noeschule.at;02630/35052;16.0318206;47.7185841;1;NOE;0
4;AHS des Schulvereins der Salesianer Don Boscos;306046;Don Bosco-Straße 20;2442;Unterwaltersdorf;Österreich;http://www.donbosco.at/unterwaltersdorf;gym.unterwaltersdorf@noeschule.at;02254/72313-0;16.4314112;47.9663664;1;NOE;0
4;Privates ORG der Marktgemeinde Guntramsdorf;317066;Sportplatzstraße 15;2353;Guntramsdorf;Österreich;http://www.org-guntramsdorf.at/;org.guntramsdorf@noeschule.at;6 644 136 009;16.3168366;48.051891;1;NOE;0
5;BAKIP Amstetten, Trägerverein Franziskanerinnen;305810;Rathausstraße 16;3300;Amstetten;Österreich;http://www.bakipamstetten.ac.at;bakip.amstetten@noeschule.at;07472/62577-21;14.8684913;48.1227024;1;NOE;0
5;BAKIP Mistelbach;316810;Brennerweg 8;2130;Mistelbach;Österreich;http://www.bakipmistelbach.ac.at;bakip.mistelbach@noeschule.at;02572/2950;16.5653001;48.571182;1;NOE;0
5;BAKIP Sacre Coeur Pressbaum;324810;Klostergasse 12;3021;Pressbaum;Österreich;http://schulen.asn-noe.ac.at/bakippressbaum/;bakip.pressbaum@noeschule.at;02233/52427-338;16.0818497;48.1854255;1;NOE;0
5;BAKIP St. Pölten;302820;Dr. Theodor-Körner-Straße 8;3100;St. Pölten;Österreich;http://www.bakipstpoelten.ac.at;bakip.stpoelten@noeschule.at;02742/74354;15.6246315;48.199437;1;NOE;0
5;BAKIP Wiener Neustadt;304820;Bräunlichgasse 1;2700;Wiener Neustadt;Österreich;http://www.bakip.wiener-neustadt.at/;bakip.wr-neustadt@noeschule.at;02622/85748;16.2345536;47.8080696;1;NOE;0
5;BAKIP Zwettl;325810;Klosterstraße 10;3910;Zwettl;Österreich;http://www.bakipamstetten.ac.at/;priv.bakip.zwettl@noeschule.at;07472/62577/21;15.1699414;48.6079497;1;NOE;0
1;SDV-Informatik-Schule;312418;Johann Pamer Straße 4;2100;Korneuburg;Österreich;http://www.private-academy.com/;dv.korneuburg@noeschule.at;02262/72545;16.3364913;48.3380843;1;NOE;0
1;Bundeshandelsschule Stockerau;312448;Schulgasse 4;2000;Stockerau;Österreich;http://www.hasstockerau.ac.at;has.stockerau@noeschule.at;02266/62025;16.2108418;48.3862888;1;NOE;0
6;LFS Warth;318720;Aichhof 1;2831;Warth;Österreich;http://www.lfs-warth.ac.at/;bildungszentrum@lfs-warth.ac.at;02629/2222;16.1204089;47.6519748;1;NOE;0
6;Höhere Bundeslehranstalt und Bundesamt für Wein- und Obstbau, Klosterneuburg;324710;Wienerstraße 74;3400;Klosterneuburg;Österreich;http://www.hblawo.bmlf.gv.at;direktion@hblawo.bmlfuw.gv.at;02243/37910-0;16.33198;48.3011292;1;NOE;0
6;HLFS Francisco Josephinum;320720;Schloß Weinzierl;3250;Wieselburg an der Erlauf;Österreich;http://www.josephinum.at;direktion@hblawsb.bmlfuw.gv.at;07416/52437-0;15.12672;48.1273995;1;NOE;0
6;Forstfachschule Waidhofen an der Ybbs;303720;Negelegasse 3;3340;Waidhofen an der Ybbs;Österreich;http://edu.waidhofen.at;forstfachschule@edu.waidhofen.at;07442/52223-0;14.7776502;47.9579869;1;NOE;0
6;LFS Krems;301710;Wiener Straße 101;3500;Krems an der Donau;Österreich;http://www.wbs-krems.at/;fs.krems@wbs-krems.at;02732/87516;15.6208646;48.4175849;1;NOE;0
6;LFS Tullnerbach;324720;Norbertinumstraße 9;3013;Tullnerbach-Lawies;Österreich;http://www.lfs-tullnerbach.ac.at/;fs.tullnerbach@asn.netway.at;02233/52173;16.1069799;48.1892333;1;NOE;0
6;Landwirtschaftliche Berufsschule Edelhof;325750;Edelhof 1a;3910;Zwettl;Österreich;http://www.bs-edelhof.ac.at/;office@bs.edelhof.at ;02822/54073;15.2231056;48.6062686;1;NOE;0
6;LFS Hollabrunn;310710;Sonnleitenweg 2;2020;Hollabrunn;Österreich;http://www.lfs-hollabrunn.ac.at/;office@diefachschule.at  ;02952/2133;16.0715947;48.5715135;1;NOE;0
6;LFS Edelhof;325710;Edelhof 1;3910;Zwettl;Österreich;http://www.lfs-edelhof.ac.at/;office@edelhof.at;02822/52402;15.2231056;48.6062686;1;NOE;0
6;LFS Langenlois;313710;Am Rosenhügel 15;3550;Langenlois;Österreich;http://www.gartenbauschule.at/;office@gartenbauschule.at;02734/2106;15.6725825;48.4690753;1;NOE;0
6;Landwirtschaftliche Berufsschule Langenlois;313730;Am Rosenhügel 15;3550;Langenlois;Österreich;http://www.gartenbauschule.at/;office@gartenbauschule.at;02734/2106;15.6725825;48.4690753;1;NOE;0
6;LFS Hohenlehen;305720;Garnberg 8;3343;Hollenstein an der Ybbs;Österreich;http://www.hohenlehen.at;office@hohenlehen.at;07445/225;14.7767157;47.8590488;1;NOE;0
6;LFS Pyhra;319710;Heuberg 16;3143;Pyhra;Österreich;http://www.lfs-pyhra.ac.at/;office@lfs-pyhra.ac.at ;02745/2393;15.6967364;48.1474846;1;NOE;0
6;LFS Tulln;321710;Frauentorgasse 72-74;3430;Tulln;Österreich;http://www.lfs-tulln.ac.at/;office@lfs-tulln.ac.at;02272/62515;16.0558349;48.318504;1;NOE;0
6;LFS Zwettl;325720;Edelhof 2;3910;Zwettl;Österreich;http://www.lfs-zwettl.ac.at/;office@lfs-zwettl.ac.at;02822/52684;15.2213899;48.6057868;1;NOE;0
6;LFS Gießhübl;305710;Gießhübl 7;3300;Amstetten;Österreich;http://www.lfs-giesshuebl.ac.at/;office@mostviertler-bildungshof.at;07472/62722;14.9013552;48.098102;1;NOE;0
6;LFS Unterleiten;305730;Unterleiten;3343;Hollenstein an der Ybbs;Österreich;http://www.lfs-unterleiten.ac.at/;office@unterleiten.at;07445/204;14.765378;47.783548;1;NOE;0
6;Höhere Bundeslehranstalt für Land- und Ernährungswirtschaft Sitzenberg;321730;Schlossbergstraße 4;3454;Reidling;Österreich;http://www.tullnerfeld.at/schulen/sitzenberg/;sitzenberg.d@hblasit.bmlfuw.gv.at;02276/2335-22;15.8072961;48.3220213;1;NOE;0
6;LFS Gaming;320760;Ötscherlandstraße 38;3292;Gaming;Österreich;http://www.lfs-gaming.ac.at/;office@lfs-gaming.ac.at;07485/97353;15.0769123;47.9197552;1;NOE;0
6;LFS Mistelbach;316710;Winzerschulgasse 50;2130;Mistelbach;Österreich;http://www.lfs-mistelbach.ac.at/;direktion@lfs-mistelbach.ac.at;02572/2421;16.5722363;48.5764618;1;NOE;0
6;LFS Obersiebenbrunn;308710;Feldhofgasse 6;2283;Obersiebenbrunn;Österreich;http://www.lfs-obersiebenbrunn.ac.at/;office@lfs-obersiebenbrunn.ac.at;02286/2202;16.6996568;48.2630744;1;NOE;0
6;LFS Ottenschlag;325760;Schloß 1;3631;Ottenschlag;Österreich;http://www.lfs-ottenschlag.ac.at/;direktion@lfs-ottenschlag.ac.at ;02827/7266;15.2194226;48.4245189;1;NOE;0
6;LFS Sooß;315710;Sooß 1;3382;Loosdorf;Österreich;http://www.lfs-sooss.ac.at/;office@lfs-sooss.ac.at;02754/6154;15.3736882;48.1731018;1;NOE;0
6;LFS Poysdorf;316730;Oberer Markt 7;2170;Poysdorf;Österreich;http://www.lfs-poysdorf.ac.at;martin.faber@lfs-poysdorf.ac.at;02552/2421;16.6279271;48.6680367;1;NOE;0
7;Höhere Lehranstalten Mödling;317489;Josef Hyrtl-Platz 3;2340;Mödling;Österreich;http://www.hla-moedling.at;hlm.moedling@noeschule.at;02236/22205;16.2990299;48.0859487;1;NOE;0
7;Fachschule für wirtschaftliche Berufe Pressbaum;324419;Fünkhgasse 45a;3021;Pressbaum;Österreich;http://www.hlwpressbaum.at;hlw.pressbaum@noeschule.at;02233/52230;16.0821315;48.1802861;1;NOE;0
7;HLWB Türnitz;314419;Auhofstrasse 41;3184;Türnitz;Österreich;http://www.hlwtuernitz.ac.at;hlw.tuernitz@noeschule.at;02769/8301-0;15.484731;47.9265433;1;NOE;0
7;HLWB Zwettl, Trägerverein Franziskanerinnen Amstetten;325419;Klosterstraße 10;3910;Zwettl;Österreich;http://www.hlwzwettl.ac.at;hlw.zwettl@noeschule.at;02822/52318-17;15.1699414;48.6079497;1;NOE;0
7;Höhere Bundeslehranstalt für Tourismus;318449;Hochstraße 32c;2680;Semmering;Österreich;http://www.tourismusschulen-semmering.at;hlt.semmering@noeschule.at;02664/8192-610;14.650181;48.0349884;1;NOE;0
7;Höhere Lehranstalt für Tourismus des WIFI, St. Pölten;302539;Mariazeller Straße 97;3100;St. Pölten;Österreich;http://www.wifi-tours.at;hlt.stpoelten@noeschule.at;02742/890-2301 ;15.6175254;48.1871353;1;NOE;0
7;Bundesfachschule für wirtschaftliche Berufe Gmünd;309429;Otto Glöckel-Straße 6;3950;Gmünd;Österreich;http://www.fwgmuend.ac.at;bfs.gmuend@noeschule.at;02852/52901;14.9795349;48.7661245;1;NOE;0
7;Fachschule für wirtschaftliche Berufe der Kongregation der Schulschwestern, Amstetten;305449;Rathausstraße 16;3300;Amstetten;Österreich;http://www.fwamstetten.ac.at;fs.amstetten@noeschule.at;07472/62577-25;14.8684913;48.1227024;1;NOE;0
7;Fachschule für wirtschaftliche Berufe der Marienschwestern vom Karmel, Klein Erla;305419;Klein Erla 1;4303;St. Pantaleon-Erla;Österreich;http://www.fachschulenerla.ac.at;fs.erla@noeschule.at;07435/7464;14.5691811;48.2107096;1;NOE;0
7;Fachschule für wirtschaftliche Berufe der Schulschwestern, Langenlois;313419;Anton-Zöhrer-Straße 3;3550;Langenlois;Österreich;http://www.fssblangenlois.ac.at;fs.langenlois@noeschule.at;02734/2368;15.689571;48.4747068;1;NOE;0
7;Höhere Lehranstalt für wirtschaftliche Berufe des Schulvereins Institut Sta. Christiana;323419;Frohsdorfer Hauptstraße 28;2821;Lanzenkirchen;Österreich;http://www.hlwfrohsdorf.ac.at;fs.lanzenkirchen@noeschule.at;02627/45235-16;16.2533195;47.7471622;1;NOE;0
3;HAK Amstetten;305428;Stefan Fadinger-Straße 36;3300;Amstetten;Österreich;http://www.hakamstetten.ac.at;hak.amstetten@noeschule.at;07472/62628;14.8787227;48.1183155;1;NOE;0
3;HAK Baden;306428;Mühlgasse 65;2500;Baden;Österreich;http://www.hak-baden.ac.at;hak.baden@noeschule.at;02252/88568-0;16.2530803;48.0084043;1;NOE;0
3;HAK Bruck/Leitha;307428;Fischamender Straße 23-25;2460;Bruck an der Leitha;Österreich;http://www.hakbruck-leitha.ac.at;hak.bruck-leitha@noeschule.at;02162/62723-0;16.7752274;48.0292534;1;NOE;0
3;HAK Gänserndorf;308418;Hans Kudlich-Gasse 30;2230;Gänserndorf;Österreich;http://www.hakgaenserndorf.ac.at;hak.gaenserndorf@noeschule.at;02282/2291;16.7181303;48.338676;1;NOE;0
3;HAK Gmünd;309418;Otto Glöckel-Straße 6;3950;Gmünd;Österreich;http://www.hakgmuend.ac.at;hak.gmuend@noeschule.at;02852/52901;14.9795349;48.7661245;1;NOE;0
3;HAK Hollabrunn;310438;Kirchenplatz 2;2020;Hollabrunn;Österreich;http://www.hakhollabrunn.ac.at;hak.hollabrunn@noeschule.at;02952/2223-0;16.0820896;48.5612479;1;NOE;0
3;HAK Horn;311418;Gartengasse 1;3580;Horn;Österreich;http://www.hakhorn.ac.at;hak.horn@noeschule.at;02982/2696-0;15.6571121;48.6710725;1;NOE;0
3;HAK Korneuburg;312438;Bankmannring 1;2100;Korneuburg;Österreich;http://www.hak-korneuburg.at;hak.korneuburg@noeschule.at;02262/72150-0;16.332316;48.347349;1;NOE;0
3;HAK Krems;301418;Langenloiser Straße 22;3500;Krems an der Donau;Österreich;http://www.hakkrems.ac.at;hak.krems@noeschule.at;02732/82121-0;15.6086567;48.4142315;1;NOE;0
3;HAK Laa/Thaya;316418;Anton-Bruckner-Straße 39;2136;Laa an der Thaya;Österreich;http://www.haklaa.ac.at;hak.laa-thaya@noeschule.at;02522/2297-0;16.401614;48.7232507;1;NOE;0
3;HAK für Hochleistungssportler, Maria Enzersdorf;317428;Johann-Steinböck-Straße 5;2344;Maria Enzersdorf;Österreich;http://www.oelsz.at/;hak.maria-enzersdorf@noeschule.at;02236 / 26 833 - 601;16.31418;48.0967;1;NOE;0
3;HAK Mistelbach;316448;Brennerweg 8;2130;Mistelbach;Österreich;http://www.hakmistelbach.ac.at;hak.mistelbach@noeschule.at;02572/2305;16.5653001;48.571182;1;NOE;0
3;HAK des Fonds der Wiener Kaufmannschaft, Mödling;317418;Maria Theresien-Gasse 25;2340;Mödling;Österreich;http://www.moedling.vbs.ac.at;hak.moedling@noeschule.at;02236/22289;16.3008484;48.0894613;1;NOE;0
3;HAK Neunkirchen;318418;Schillergasse 10;2620;Neunkirchen;Österreich;http://www.hakneunkirchen.schule.at;hak.neunkirchen@noeschule.at;02635/64110-0;16.0788851;47.7313165;1;NOE;0
3;HAK Retz;310418;Rupert Rockenbauer-Platz 2;2070;Retz;Österreich;http://www.hakretz.ac.at;hak.retz@noeschule.at;02942/20420-0;15.9563088;48.7589752;1;NOE;0
3;HAK St. Pölten;302418;Waldstraße 1,  Postfach 332;3100;St. Pölten;Österreich;http://www.hakstpoelten.ac.at;hak.stpoelten@noeschule.at;02742/71840;15.618235;48.2071205;1;NOE;0
3;HAK Waidhofen/Thaya;322428;Vitiser Straße 17;3830;Waidhofen an der Thaya;Österreich;http://www.hakwaidhofen-thaya.ac.at;hak.waidhofen-thaya@noeschule.at;02842/52303;15.2803493;48.8113438;1;NOE;0
3;HAK Waidhofen/Ybbs;303428;Pocksteinerstraße 3;3340;Waidhofen an der Ybbs;Österreich;http://www.hakwaidhofen-ybbs.ac.at;hak.waidhofen-ybbs@noeschule.at;07442/52142-0;14.775159;47.9588954;1;NOE;0
3;HAK Wr. Neustadt;304438;Ungargasse 29;2700;Wiener Neustadt;Österreich;http://www.hakwr-neustadt.ac.at;hak.wr-neustadt@noeschule.at;02622/23570-0;16.2501427;47.812392;1;NOE;0
3;HAK der Stadtgemeinde Ybbs/Donau;315428;Schulring 1;3370;Ybbs an der Donau;Österreich;http://www.sz-ybbs.ac.at;hak.ybbs@noeschule.at;07412/52575;15.081702;48.1771477;1;NOE;0
3;HAK Zwettl;325438;Hammerweg 1;3910;Zwettl;Österreich;http://www.bhak-bhas-zwettl.ac.at;hak.zwettl@noeschule.at;02822/52380-0;15.1609903;48.6070314;1;NOE;0
3;HAK der Stadtgemeinde Tulln;321418;Donaulände 64;3430;Tulln;Österreich;http://www.haktulln.ac.at;haktulln@haktulln.ac.at;02272/62572;16.0617595;48.3323313;1;NOE;0
7;HLWB des Zisterzienserstiftes, Ysper;315449;Schulstraße 13;3683;Yspertal;Österreich;http://www.hlaysper.ac.at;hla.ysper@noeschule.at;07415/7249-0;15.063013;48.2850933;1;NOE;0
7;Höhere Bundeslehranstalt für Tourismus Retz;310469;Seeweg 2;2070;Retz;Österreich;http://www.hltretz.ac.at;hlt.retz@noeschule.at;02942/20464;15.9566106;48.7505752;1;NOE;0
7;HLWB Amstetten;305469;Stefan Fadinger-Straße 36;3300;Amstetten;Österreich;http://www.hlwamstetten.ac.at;hlw.amstetten@noeschule.at;07472/68210-0;14.8787227;48.1183155;1;NOE;0
7;HLWB Baden;306419;Germergasse 5;2500;Baden;Österreich;http://www.hlabaden.at;hlw.baden@noeschule.at;02252/89151;16.2414341;48.0116665;1;NOE;0
7;HLWB Biedermannsdorf;317479;Perlasgasse 10;2362;Biedermannsdorf;Österreich;http://www.hlw-bmdf.ac.at;hlw.biedermannsdorf@noeschule.at;02236/71117-0;16.3462236;48.085326;1;NOE;0
7;HLWB Haag;305479;Wienerstraße 2;3350;Haag;Österreich;http://www.hlwhaag.ac.at;hlw.haag@noeschule.at;07434/43717-0;14.5679492;48.1110935;1;NOE;0
